obsID,cross_checked,reference,title,confirmation_bias,DOI,journal,paperID,subsetID,speciesID,common_name,species,species_cleaned,species_class,year,region,country,lat_lon,fitness_main_focus,study_type,shared_group,dispersal_type,dispersal_phase,fitness_metric,composite_variable,study_design,age_class,sex,n,group_1,group_2,n_group_1,n_group_2,mean_group_1,mean_group_2,mean_units,type_of_variance,variance_group_1,variance_group_2,function_needed,direction_change,effect_size,effect_size_details,effect_size_type,effect_size_value,effect_size_direction,effect_size_df,effect_size_p_value,effect_size_p_value_numeric,effect_size_type_of_variance,effect_size_variance,data_source,comments
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c029,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,survival,N,contrast,JY,M,303,non-disperser,disperser,273,30,73.6,66.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure y residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c029,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,survival,N,contrast,JY,M,314,non-disperser,disperser,284,30,71.3,66.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure x residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c030,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,survival,N,contrast,A,M,528,non-disperser,disperser,414,114,87.9,94.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure y residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c030,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,survival,N,contrast,A,M,894,non-disperser,disperser,780,114,86.5,94.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure x residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c031,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,survival,N,contrast,JY,F,273,non-disperser,disperser,231,42,83.1,73.8,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure y residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c031,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,survival,N,contrast,JY,F,335,non-disperser,disperser,293,42,69.3,73.8,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure x residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c031,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,reproductive,N,contrast,JY,F,321,non-disperser,disperser,292,29,2.4,5.1,percent reproductive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 7 page 689,enclosure y residents; don't extract info for reproductive males because presence of scrotal testes indicates no more than reproductive potential
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c031,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,natal,settlement,reproductive,N,contrast,JY,F,382,non-disperser,disperser,353,29,3.1,5.1,percent reproductive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 7 page 689,enclosure x residents; don't extract info for reproductive males because presence of scrotal testes indicates no more than reproductive potential
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c032,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,survival,N,contrast,A,F,540,non-disperser,disperser,444,96,90.3,91.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure y residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c032,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,survival,N,contrast,A,F,817,non-disperser,disperser,721,96,88.7,91.7,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 3 page 687,enclosure x residents
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c032,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,reproductive,N,contrast,A,F,610,non-disperser,disperser,499,111,68.1,73,percent reproductive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 7 page 689,enclosure y residents; don't extract info for reproductive males because presence of scrotal testes indicates no more than reproductive potential
ARM,SN,Johnson & Gaines 1987,"The Selective Basis for Dispersal of the Prairie Vole, Microtus Ochrogaster",N,10.2307/1938474,Ecology,p014,c032,s069,prairie vole,Microtus ochrogaster,Microtus ochrogaster,Mammalia,1979-1982,Lawrence,Kansas,"38.96859576776787, -95.23421431367049",Y,semi-natural,E,breeding,settlement,reproductive,N,contrast,A,F,930,non-disperser,disperser,819,111,62.8,73,percent reproductive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 7 page 689,enclosure x residents; don't extract info for reproductive males because presence of scrotal testes indicates no more than reproductive potential
ARM,SN,Garrett & Franklin 1988,Behavioral ecology of dispersal in the black-tailed prairie dog,NA,10.2307/1381375,Journal of Mammalogy,p015,c033,s013,black-tailed prairie dog,Cynomys ludovicianus,Cynomys ludovicianus,Mammalia,1979-1982,Wind Cave National Park,South Dakota,"43.57703307881024, -103.41285045446139",N,natural,N,B,settlement,survival,N,contrast,YA,B,220,non-disperser,disperser,193,27,90,44,percent alive,NA,NA,NA,percent_method1,1,chi-square,chi-square test for homogeneity,chi2,39.7,positive = non-disperser did better than disperser,1,NA,NA,NA,NA,text page 240,complete breakdown of when death occured for dispersers in Table 5 on page 243
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c036,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,inclusive fitness (direct + indirect),Y,contrast,A,F,306,non-disperser,disperser,219.5,86.5,0.237,0.185,mean inclusive fitness,SD,0.4868264578,0.4301162634,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"took the average across ages and the square root of average for SD; sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c037,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,inclusive fitness (direct + indirect),Y,contrast,A,M,329,non-disperser,disperser,191,138,0.357,0.3908571429,mean inclusive fitness,SD,0.5974947699,0.6251856867,mean_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"took the average across ages and the square root of average for SD; sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c036,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,reproductive success (yearlings raised in first year),N,contrast,A,F,306,non-disperser,disperser,219.5,86.5,1.82,1.86,mean reproductive success,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c037,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,reproductive success (yearlings raised in first year),N,contrast,A,M,329,non-disperser,disperser,191,138,1.95,2.34,mean reproductive success,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c036,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,indirect fitness,N,contrast,A,F,306,non-disperser,disperser,219.5,86.5,0.072,0.008142857143,mean indirect fitness,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"took the average across ages and the square root of average for SD; sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,SN,Creel & Waser 1994,Inclusive fitness and reproductive strategies in dwarf mongooses,B,10.1093/beheco/5.3.339,Behavioral Ecology,p016,c037,s109,dwarf mongoose,Helogale parvula,Helogale parvula,Mammalia,1987-1990,Serengeti National Park,Tanzania,"-2.332490064967543, 34.83502081393961",Y,natural,N,B,settlement,indirect fitness,N,contrast,A,M,329,non-disperser,disperser,191,138,0.1087142857,0.01742857143,mean indirect fitness,NA,NA,NA,count_method,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 1 and 2 page 343-344,"took the average across ages and the square root of average for SD; sample sizes for subordinates come from figure 1, sample sizes for dominants come from text on page 345"
ARM,NA,Wolff et al. 1988,"Dispersal, inbreeding avoidance and reproductive success in white-footed mice",N,10.1016/S0003-3472(88)80016-2,Animal Behaviour,p017,c038,s012,white-footed mouse,Peromyscus leucopus,Peromyscus leucopus,Mammalia,1984-1986,Giles County,Virginia,"37.32605939114287, -80.72374302768992",N,natural,N,natal,settlement,weaning success,N,contrast,A,F,240,non-disperser,disperser,25,215,0.52,0.5674418605,proportion weaned,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,text page 461,
ARM,NA,Clobert et al. 1988,"Survival Rate in the Great Tit Parus major in Relation to Sex, Age, and Immigration Status",NA,10.2307/4779,Journal of Animal Ecology,p018,c039,s015,great tit,Parus major,Parus major,Aves,1964-1983,Wytham Wood,United Kingdom,"51.77001235567151, -1.326738138129061",Y,natural,N,natal,settlement,survival,N,contrast,YA,F,2102,non-disperser,disperser,974,1128,0.399,0.413,mean survival rate,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 290; table 4 page 293 (sample size),"table 2 summarizes survival across age classes, but table 4 gives rates for Y and A (but sample sizes aren't broken down)"
ARM,NA,Clobert et al. 1988,"Survival Rate in the Great Tit Parus major in Relation to Sex, Age, and Immigration Status",NA,10.2307/4779,Journal of Animal Ecology,p018,c040,s015,great tit,Parus major,Parus major,Aves,1965-1983,Wytham Wood,United Kingdom,"51.77001235567151, -1.326738138129061",Y,natural,N,natal,settlement,survival,N,contrast,YA,M,1629,non-disperser,disperser,901,728,0.427,0.441,mean survival rate,NA,NA,NA,proportion_method1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,table 2 page 290; table 4 page 293 (sample size),"table 2 summarizes survival across age classes, but table 4 gives rates for Y and A (but sample sizes aren't broken down)"
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c041,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,relative clutch size,N,contrast,A,M,57,non-disperser,disperser,48,9,8.6,9.9,mean clutch size,SD,2.2,4.8,mean_method,1,NA,NA,NA,NA,NA,NA,0.31,0.31,NA,NA,table 4 page 468,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c041,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,number of fledglings,N,contrast,A,M,29,non-disperser,disperser,25,4,4.6,5.9,mean n fledglings,SD,2.3,1.6,mean_method,1,NA,NA,NA,NA,NA,NA,0.27,0.27,NA,NA,table 4 page 468,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c041,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,survival,N,contrast,A,M,57,non-disperser,disperser,49,8,55,50,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.79,0.79,NA,NA,table 4 page 468,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c041,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,did not lose whole clutch,N,contrast,A,M,68,non-disperser,disperser,59,9,58,56,percent did not lose whole clutch,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.91,0.91,NA,NA,table 4 page 468,report whole clutch lost percentage - flipped here
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c041,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,produced chicks in season,N,contrast,A,M,78,non-disperser,disperser,68,10,71,80,percent produced a chick,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.54,0.54,NA,NA,table 4 page 468,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c042,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,relative clutch size,N,contrast,A,F,37,non-disperser,disperser,13,24,8.5,7.9,mean clutch size,SD,0.7,1.3,mean_method,1,NA,NA,NA,NA,NA,NA,0.38,0.38,NA,NA,table 5 page 469,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c042,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,number of fledglings,N,contrast,A,F,14,non-disperser,disperser,7,7,4.2,5.6,mean n fledglings,SD,2.5,2.7,mean_method,1,NA,NA,NA,NA,NA,NA,0.37,0.37,NA,NA,table 5 page 469,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c042,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,survival,N,contrast,A,F,24,non-disperser,disperser,10,14,40,29,percent alive,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.56,0.56,NA,NA,table 5 page 469,
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c042,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,did not lose whole clutch,N,contrast,A,F,44,non-disperser,disperser,15,29,40,38,percent did not lose whole clutch,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.89,0.89,NA,NA,table 5 page 469,report whole clutch lost percentage - flipped here
ARM,SN,Schieek & Hannon 1989,Breeding site fidelity in willow ptarmigan: the influence of previous reproductive success and familiarity with partner and territory,N,10.1007/BF00378953,Oecologia,p019,c042,s016,willow ptarmigan,Lagopus lagopus,Lagopus lagopus,Aves,1985-1987,Chilkat Pass,British Columbia,"59.70060913884749, -135.23356167123703",N,natural,N,breeding,settlement,produced chicks in season,N,contrast,A,F,45,non-disperser,disperser,15,30,73,57,percent produced a chick,NA,NA,NA,percent_method1,1,NA,NA,NA,NA,NA,NA,0.28,0.28,NA,NA,table 5 page 469,
